station_a,station_b,mileage
吐哈,鄯善北,32
哈密,吐哈,249
嘉峪关南,柳园南,289
临泽南,高台南,36
海石湾,平安驿,76
清水北,酒泉南,61
高台南,清水北,59
民乐,大通西,190
吐鲁番北,吐哈,123
乐都,平安驿,31
海石湾,兰州,97
敦煌,嘉峪关南,353
瓜州,嘉峪关南,251
开原西,长春西,197
葫芦岛北,台安,167
从江,贵阳北,284
贵阳北,三都县,152
钟山西,肇庆东,209
从江,恭城,238
贵阳北,都匀东,126
贵定县,贵阳北,80
榕江,贵定县,147
龙里北,贵阳北,52
龙洞堡,贵阳北,28
三水南,都匀东,690
广宁,三水南,74
广宁,桂林西,319
贺州,从江,322
都匀东,阳朔,362
贵阳北,桂林西,423
三江南,恭城,186
东戴河,秦皇岛,16
葫芦岛北,东戴河,122
安达,肇东,65
齐齐哈尔南,大庆东,152
桂林北,钟山西,481
怀集,恭城,174
桂林北,怀集,595
许昌东,郑州,100
漯河西,许昌东,64
驻马店西,漯河西,64
信阳东,驻马店西,118
孝感北,信阳东,73
汉口,孝感北,130
鄂州,葛店南,26
永修,庐山,71
恭城,桂林北,101
桂林北,贺州,505
鄂州,阳新,71
漯河西,孝感北,250
广州南,广宁,125
全州南,东安东,61
兴安北,全州南,52
桂林,兴安北,65
蓟州,北京,83
北戴河,蓟州,194
北京,山海关,315
枣阳,襄阳东,66
随州,枣阳,77
汉口,随州,166
上海南,上海虹桥,20
无锡新区,苏州,29
无锡,无锡新区,13
安亭北,昆山南,23
上海虹桥,安亭北,29
云梦,汉口,78
安陆,云梦,27
随州,安陆,61
襄阳,随州,149
常州,南京南,143
惠山,常州,3
无锡,惠山,36
苏州,上海虹桥,84
苏州园区,上海虹桥,74
戚墅堰,常州,11
惠山,戚墅堰,14
苏州新区,无锡,32
苏州,苏州新区,10
丹阳,无锡,84
阳澄湖,昆山南,24
苏州,阳澄湖,10
华山北,渭南北,66
三门峡南,华山北,136
洛阳龙门,三门峡南,123
郑州东,洛阳龙门,143
徐州,郑州东,331
南京,徐州,348
重庆北,恩施,339
襄阳,枣阳,72
汉口,安陆,105
镇江南,南京南,65
丹阳北,镇江南,32
常州北,丹阳北,33
苏州北,常州北,84
上海虹桥,苏州北,81
无锡东,苏州北,27
南京南,无锡东,187
瓦房店西,大连北,78
营口东,瓦房店西,128
盘锦,营口东,89
锦州南,盘锦,98
桐乡,嘉善南,45
海宁西,桐乡,21
庄桥,余姚北,41
宁波,庄桥,8
临海,宁海,57
台州,临海,23
温州南,台州,123
太姥山,瑞安,90
福州,宁德,96
太姥山,福安,66
福鼎,太姥山,19
桐乡,松江南,81
临海,宁波,129
乐清,台州,88
罗源,连江,32
太姥山,罗源,117
平阳,太姥山,73
温州南,平阳,40
临海,温岭,47
金山北,嘉善南,19
松江南,金山北,17
宁波,绍兴北,112
霞浦,平阳,737
福州南,霞浦,147
宁德,罗源,24
瑞安,福鼎,71
苍南,瑞安,34
福鼎,苍南,37
绅坊,台州,70
苍南,平阳,17
太姥山,苍南,56
宁波,温岭,176
连江,霞浦,115
角美,云霄,94
福安,连江,83
瑞安,平阳,1012
三门县,宁海,34
温岭,三门县,70
宁德,瑞安,183
仙游,晋江,70
瑞安,霞浦,124
福安,福鼎,85
福州南,福安,178
长汀南,古田会址,83
长汀南,赣州,160
平阳,宁德,166
永嘉,台州,95
福安,苍南,112
龙岩,厦门北,76
厦门北,南靖,76
太姥山,霞浦,34
福安,平阳,769
冠豸山,龙岩,373
龙岩,瑞金,145
霞浦,罗源,83
姜堰,泰州,14
海安,姜堰,40
全椒,扬州,124
如皋,海安,20
南通,如皋,45
福州南,泉州,155
温岭,雁荡山,23
福鼎,平阳,525
盘锦,绥中北,200
鲅鱼圈,营口东,57
大连北,鲅鱼圈,149
厦门北,福州南,216
义乌,杭州东,109
金华南,义乌,45
永康南,金华南,43
丽水,永康南,50
温州南,丽水,90
金华南,丽水,93
杭州东,金华南,223
永嘉,雁荡山,41
雁荡山,绅坊,23
福州南,太姥山,181
福清,仙游,74
温州南,罗源,206
瑞昌西,德安,63
枫林,瑞昌西,25
泉州,厦门,102
三门县,雁荡山,93
诸暨,杭州东,66
义乌,诸暨,43
武义北,金华南,19
永康南,武义北,24
缙云西,永康南,21
丽水,缙云西,29
青田,温州南,40
丽水,青田,50
义乌,武义北,64
南京南,瓦屋山,65
宁波,绅坊,222
杭州东,南京南,256
三明北,永泰,137
庐山,枫林,49
福州,三明北,184
南昌西,南城,149
黄石北,葛店南,42
九江,武汉,229
景德镇北,九江,151
大冶北,瑞昌西,88
泰宁,南城,111
泉州,永泰,117
溧阳,江宁,86
三门县,温州南,169
惠东,惠州南,29
桐庐,杭州东,96
建德,桐庐,39
千岛湖,建德,31
黄山北,绩溪北,41
桐庐,千岛湖,70
普宁,深圳坪山,216
惠安,涵江,71
厦门北,潮汕,209
大明湖,北京,498
淄博,大明湖,107
天津西,大明湖,350
北京,天津西,148
富阳,杭州东,61
桐庐,富阳,38
九江,鄱阳,182
阳新,九江,25
普湾,大连北,41
盖州西,普湾,137
营口东,盖州西,28
葫芦岛北,盘锦,141
汉口,合肥南,359
来宾北,贵港,113
来宾北,南宁,157
五通,三江南,68
鲅鱼圈,盘锦,146
瓦房店西,鲅鱼圈,71
云浮东,梧州南,108
三水南,云浮东,87
梧州南,肇庆东,195
平南南,梧州南,84
平南南,南宁东,233
南江口,梧州南,70
肇庆东,南江口,100
桂平,藤县,94
桂平,南宁东,198
贵港,平南南,93
桂平,宾阳,115
梧州南,桂平,119
云浮东,南江口,38
南江口,佛山西,143
佛山西,云浮东,105
郁南,三水南,164
南江口,郁南,39
梧州南,佛山西,213
佛山西,郁南,182
大英东,合川,128
三水南,南江口,125
南宁东,藤县,292
梧州南,贵港,177
合浦,南宁东,174
梧州南,三水南,195
桂平,来宾北,171
来宾北,梧州南,290
平南南,来宾北,206
葵潭,深圳坪山,185
角美,潮汕,185
嘉善南,杭州东,92
田东北,百色,55
平果,田东北,60
隆安东,平果,25
南宁西,隆安东,39
南宁,南宁西,44
田阳,南宁,192
百色,田阳,31
平果,田阳,84
南宁,隆安东,83
田东北,田阳,24
南宁,平果,108
田东北,南宁,168
普者黑,昆明南,203
广南县,普者黑,92
富宁,广南县,71
百色,富宁,120
平果,百色,115
石林西,普者黑,154
昆明南,石林西,49
广通北,昆明,153
楚雄,广通北,27
南华,楚雄,32
大理,南华,116
南宁,贵港,151
普者黑,富宁,163
弥勒,昆明南,92
普者黑,弥勒,111
珠琳,普者黑,47
广南县,珠琳,45
余杭,海宁西,11
祥云,楚雄,111
大理,祥云,37
弥勒,石林西,43
百色,广南县,191
南宁西,田东北,124
百色,珠琳,236
弥勒,珠琳,158
楚雄,禄丰南,81
金山北,桐乡,64
富宁,石林西,317
广南县,弥勒,203
隆安东,百色,140
珠琳,昆明南,250
南江口,广州南,176
珠琳,富宁,116
南华,祥云,79
宾阳,平南南,233
昆明,楚雄,180
百色,普者黑,283
云南驿,大理,54
楚雄,云南驿,94
富宁,昆明南,366
弥勒,百色,394
昆明南,百色,486
山海关,盘锦,263
隆安东,田阳,109
宾阳,柳州,129
昆明南,广南县,295
南宁西,平果,64
百色,南宁,223
云南驿,祥云,17
全州南,桂林北,109
永州,东安东,29
祁阳,永州,33
祁东,祁阳,29
衡阳东,祁东,73
桂林北,兴安北,57
秦皇岛,蓟州,216
锦州南,绥中北,102
通渭,秦安,56
瓦房店西,普湾,37
盖州西,鲅鱼圈,29
北戴河,滦县,69
葫芦岛北,秦皇岛,138
鞍山西,锦州南,203
辽阳,鞍山西,30
鞍山西,沈阳,95
盘锦,鞍山西,105
北戴河,盘锦,301
富县东,甘泉北,30
蒲城东,富县东,148
西安北,蒲城东,108
黄陵南,西安北,206
富县东,黄陵南,50
延安,富县东,70
黄陵南,延安,120
蒲城东,黄陵南,98
海城西,盘锦,66
鞍山西,海城西,39
沈阳北,辽阳,70
南充北,遂宁,65
蓬溪,遂宁,23
南充北,蓬溪,42
成都东,蓬溪,169
蓬安,营山,17
南充,蓬安,41
蓬溪,南充,44
广安南,南充,75
达州,营山,101
南充,营山,58
成都,遂宁,148
南充,遂宁,67
南充,大英东,94
成都东,南充北,211
成都东,南充,213
南充,成都,215
岳池,广安南,16
南充,岳池,59
岳池,成都东,272
达州,蓬安,116
遂宁,营山,125
达州,成都东,372
成都东,蓬安,254
襄阳东,随州,143
随州,云梦,88
谷城,襄阳东,80
十堰,谷城,91
襄阳东,汉口,309
襄阳东,襄阳,6
枣阳,汉口,243
安陆,武昌,118
随州,武昌,179
阳曲西,忻州西,42
太原南,阳曲西,34
太原南,原平西,110
洪洞西,祁县东,147
原平西,怀仁东,128
宾西北,宾州,24
哈尔滨,宾西北,43
大庆东,肇东,86
大庆西,大庆东,22
齐齐哈尔,杜尔伯特,74
齐齐哈尔南,齐齐哈尔,7
哈尔滨北,安达,114
宾州,哈尔滨,67
达连河,高楞,23
依兰,达连河,19
尚志南,海林北,138
齐齐哈尔,大庆西,116
阿城北,哈尔滨,51
尚志南,阿城北,90
横道河子东,一面坡北,91
海林北,横道河子东,30
西宁,兰州,198
南京,扬州,101
江都,泰州,39
扬州,江都,25
泰州,南京,165
扬州,海安,118
南京,南通,284
歙县北,千岛湖,101
建德,杭州东,135
三阳,千岛湖,46
歙县北,三阳,55
桐庐,黄山北,189
黄山北,杭州东,288
巢湖东,合肥南,70
无为,巢湖东,35
铜陵北,无为,34
泾县,铜陵北,55
绩溪北,泾县,71
旌德,歙县北,51
南陵,旌德,64
铜陵北,南陵,34
旌德,绩溪北,28
哈密,吐鲁番北,372
马鞍山东,南京南,42
当涂东,马鞍山东,15
芜湖,当涂东,28
铜陵,芜湖,76
池州,铜陵,50
安庆,池州,46
繁昌西,铜陵,5
芜湖,繁昌西,10
马鞍山东,芜湖,43
弋江,芜湖,12
繁昌西,弋江,29
江宁西,马鞍山东,5
南京南,江宁西,107
弋江,铜陵,64
无为,合肥南,105
铜陵,铜陵北,22
铜陵北,巢湖东,69
长临河,巢湖东,46
合肥南,长临河,24
合肥南,铜陵,161
潜江,武昌,147
天门南,武昌,103
汉川,武昌,66
枝江北,潜江,114
枝江北,汉口,248
后湖,金银潭,3
盘锦北,台安,55
济南西,济南东,44
青州市,昌乐,33
青岛,高密,98
潍坊,青岛,183
蓬莱市,龙口市,35
烟台,蓬莱市,67
威海北,烟台,80
威海北,文登东,37
即墨北,淄博,257
海阳北,即墨北,97
胶州北,桃村北,157
高密,胶州北,35
福州,莆田,105
惠安,福清,101
闽清北,南平北,71
共青城,九江,63
南昌,共青城,72
鄱阳,湖口,86
都昌,景德镇北,87
永修,九江,89
南昌,九江,135
鹰潭北,南昌,140
上饶,鹰潭北,120
德兴,上饶,36
婺源,德兴,31
会昌北,于都,42
瑞金,会昌北,30
雁石南,龙岩,29
漳平西,雁石南,23
延平西,三明,61
武夷山东,延平西,121
婺源,上饶,86
三明,武夷山东,182
龙岩,永安南,123
瑞金,冠豸山,78
延平西,南平北,17
三明北,延平西,57
双洋,永安南,54
漳平西,双洋,17
福州,连江,40
罗源,福州,72
苏州新区,昆山南,44
龙山镇,南靖,15
龙岩,龙山镇,65
厦门北,莆田,109
漳州,泉州,113
晋江,漳州,88
龙岩,厦门,169
抚州,南昌,101
抚州,泰宁,159
三明,双洋,75
将乐,南城,153
仙游,永泰,83
南丰,将乐,121
合肥南,金寨,139
瓦屋山,溧水,19
句容西,溧阳,72
南京南,句容西,26
漳平西,冠豸山,119
古田会址,雁石南,90
南靖,厦门,89
瑞金,古田会址,117
会昌北,长汀南,64
唐山北,蓟州,68
霸州西,北京南,101
白沟,霸州西,23
白洋淀,白沟,19
徐水,白洋淀,23
保定,徐水,24
唐山,秦皇岛,147
天津西,天津,5
胜芳,天津西,36
白洋淀,胜芳,79
正定,保定,117
石家庄,正定,18
霸州西,白洋淀,42
天津西,霸州西,73
滨海西,天津西,38
滨海北,滨海西,27
唐山,滨海北,54
滦河,北戴河,65
唐山,滦河,61
白沟,胜芳,60
徐水,白沟,42
定州,保定,60
正定,定州,57
秦皇岛,滦河,86
呼和浩特,呼和浩特东,8
厦门,葵潭,306
卓资东,乌兰察布,48
呼和浩特东,乌兰察布,126
普宁,深圳北,252
华山北,西安北,116
大庆东,哈尔滨,148
哈尔滨,齐齐哈尔,286
齐齐哈尔,大庆东,138
大庆东,杜尔伯特,64
诏安,潮阳,85
哈尔滨,齐齐哈尔南,279
托克托东,呼和浩特,78
东胜东,托克托东,128
鄂尔多斯,东胜东,33
准格尔,东胜东,113
呼和浩特,准格尔,19
山海关,唐山北,164
华容南,武汉,42
鄂州东,华容南,22
花湖,鄂州东,15
黄石北,花湖,6
沧州,北京,264
南京,沧州,898
苏州,南京,217
鄂州,鄂州东,8
华容南,鄂州,14
镇江,上海,237
天津西,南京,1014
南京,北京,1162
无锡,上海,165
南京,无锡,136
南京,北京南,1153
上海,常州,165
北京南,沧州,255
陵水,三亚,66
神州,陵水,37
万宁,神州,12
博鳌,万宁,41
美兰,博鳌,114
海口东,美兰,14
老城镇,海口东,31
临高南,老城镇,38
白马井,临高南,59
棋子湾,白马井,59
东方,棋子湾,31
乐东,东方,82
凤凰机场,乐东,54
三亚,凤凰机场,9
亚龙湾,三亚,12
陵水,亚龙湾,54
万宁,陵水,49
海口东,博鳌,128
黄流,东方,67
乐东,黄流,15
崖州,乐东,26
凤凰机场,崖州,28
琼海,万宁,54
文昌,琼海,50
美兰,文昌,51
福山镇,海口东,53
白马井,福山镇,75
海口东,文昌,65
福山镇,老城镇,22
临高南,福山镇,16
尖峰,东方,53
黄流,尖峰,14
三亚,乐东,63
嘉兴,南京,378
杭州,嘉兴,93
白马井,海口东,128
临高南,海口东,69
金月湾,东方,34
黄流,金月湾,33
琼海,博鳌,404
白马井,老城镇,97
德州,南京,785
北京,德州,377
隆回,怀化南,124
邵阳西,隆回,22
邵阳,邵阳西,23
杨桥,邵阳,60
西渡,杨桥,46
衡阳东,西渡,44
邵东,杨桥,30
邵阳,邵东,30
隆回,邵阳,45
洞口,隆回,43
安江东,洞口,53
怀化南,安江东,28
洞口,怀化南,81
衡阳东,邵东,120
珠海,广州南,116
徐州,北京南,805
蚌埠,徐州,164
南京,蚌埠,184
琼海,美兰,101
博鳌,文昌,63
崖州,三亚,37
金月湾,乐东,48
黄流,崖州,41
三亚,万宁,115
北京南,蚌埠,969
海宁,南京,406
杭州,海宁,65
新会,广州南,72
阳江,新会,151
茂名,阳江,117
湛江西,茂名,90
电白,阳江,93
茂名,电白,24
阳东,阳江,25
恩平,阳东,38
台山,恩平,48
新会,台山,40
马踏,茂名,48
阳西,马踏,33
阳江,阳西,36
阳东,台山,86
双水镇,新会,18
阳江,双水镇,133
电白,马踏,24
开平南,台山,14
恩平,开平南,34
顺德,新会,59
阳江,恩平,63
阳西,茂名,81
银滩,临高南,30
陵水,琼海,103
海口东,海口,24
神州,亚龙湾,91
博鳌,神州,388
三亚,美兰,270
文昌,万宁,104
琼海,神州,66
美兰,神州,167
汕头,潮汕,29
普宁,汕头,82
开平南,广州南,126
阳江,开平南,97
吴川,茂名,25
湛江西,吴川,67
台山,广州南,112
阳西,恩平,99
阳江,马踏,69
开平南,新会,54
台山,阳江,111
双水镇,恩平,70
台山,双水镇,22
双水镇,开平南,36
电白,阳西,57
恩平,新会,88
深圳坪山,常平,65
惠州南,常平,85
汕尾,东莞,204
陇南,广元,139
兰州,哈达铺,241
东莞,惠州南,104
陆丰,东莞,239
岷县,兰州,216
陇南,岷县,154
兰州,广元,509
潮阳,汕头,55
常平,潮阳,308
汕尾,常平,185
潮汕,东莞,353
东莞,深圳,76
深圳北,广州南,102
常德,石门县北,81
汉寿,常德,48
益阳,汉寿,53
长沙,益阳,97
常德,长沙,198
临澧,常德,48
石门县北,临澧,33
益阳,常德,101
宁乡,长沙,58
益阳,宁乡,39
本溪,沈阳北,81
丹东,本溪,147
南芬北,本溪,18
通远堡西,南芬北,44
丹东,凤城东,45
沈阳南,本溪,61
本溪,凤城东,102
沈阳北,沈阳南,20
五龙背东,南芬北,91
南芬北,丹东,129
凤城东,南芬北,84
沈阳,本溪新城,49
本溪,五龙背东,129
金州,大连北,14
皮口,金州,70
城子坦,皮口,14
花园口,城子坦,13
庄河北,花园口,35
大孤山,庄河北,61
东港北,大孤山,48
丹东,东港北,38
北井子,东港北,19
青堆,北井子,62
庄河北,青堆,28
杏树屯,城子坦,39
登沙河,杏树屯,9
金州,登沙河,36
皮口,杏树屯,25
北井子,庄河北,90
丹东,北井子,57
青堆,大孤山,33
金州,庄河北,132
城子坦,庄河北,48
金州,城子坦,84
庄河北,大连,163
丹东,庄河北,147
庄河北,东港北,109
登沙河,城子坦,48
皮口,庄河北,62
杏树屯,大连,76
庄河北,杏树屯,87
北井子,大孤山,29
大连北,大连,17
皮口,大连北,84
五龙背东,通远堡西,67
皮口,花园口,27
登沙河,皮口,34
通远堡西,丹东,85
杏树屯,金州,45
金州,花园口,97
双龙湖,宾州,82
方正,双龙湖,25
得莫利,方正,18
依兰,得莫利,64
宏克力,依兰,33
佳木斯,宏克力,54
得莫利,高楞,22
宾州,高楞,147
达连河,方正,63
佳木斯西,依兰,77
佳木斯,佳木斯西,10
佳木斯,方正,169
哈尔滨,方正,174
绥芬河,牡丹江,137
穆棱,绥芬河,71
济南东,淄博,46
青州市,高密,142
防城港北,南宁东,148
田东北,隆安东,85
柳州,南宁,223
南宁,防城港北,159
宾阳,南宁,94
横道河子东,哈尔滨,249
尚志南,牡丹江,159
帽儿山西,哈尔滨,101
尚志南,帽儿山西,40
亚布力西,尚志南,63
牡丹江,亚布力西,96
苇河西,海林北,93
尚志南,苇河西,45
横道河子东,尚志南,108
新香坊北,阿城北,20
哈尔滨,新香坊北,31
帽儿山西,新香坊北,70
阿城北,帽儿山西,50
苇河西,亚布力西,18
横道河子东,苇河西,63
一面坡北,苇河西,28
一面坡北,帽儿山西,57
帽儿山西,牡丹江,199
绥阳,牡丹江,116
牡丹江,苇河西,114
贵阳北,桐梓东,179
修文县,贵阳北,29
息烽,修文县,26
楚雄,大理,148
祥云,广通北,138
大理,昆明,328
云南驿,南华,62
广通北,大理,175
广通北,云南驿,121
南华,广通北,59
禄丰南,南华,113
丽江,昆明,478
祥云,丽江,187
鹤庆,祥云,155
丽江,鹤庆,32
鹤庆,楚雄,266
昆明,祥云,291
乌鲁木齐南,吐鲁番北,158
乌鲁木齐,乌鲁木齐南,9
乌鲁木齐南,鄯善北,249
乌鲁木齐,哈密,539
岷县,渭源,82
哈达铺,渭源,107
门源,大通西,55
通渭,榆中,126
沈阳,台安,99
云梦,武昌,91
汉口,宜昌东,292
苏州,南京南,233
南京南,无锡,146
济南西,北京南,406
南京南,济南西,617
上海虹桥,南京南,295
深圳北,香港西九龙,39
韶关,广州南,227
长沙南,韶关,480
南昌西,长沙南,342
上饶,南昌西,241
金华,上饶,180
杭州东,金华,161
上海虹桥,杭州东,159
咸宁北,武汉,85
长沙南,咸宁北,277
衡阳东,长沙南,177
乐昌东,衡阳东,259
广州南,乐昌东,271
虎门,广州南,50
深圳北,虎门,52
郴州西,韶关,150
长沙南,郴州西,330
岳阳东,长沙南,147
武汉,岳阳东,215
赤壁北,武汉,128
长沙南,赤壁北,234
耒阳西,长沙南,232
英德西,耒阳西,335
广州南,英德西,140
庆盛,广州南,31
深圳北,庆盛,71
郴州西,广州南,377
衡阳东,郴州西,153
咸宁北,岳阳东,130
衡山西,长沙南,136
英德西,衡山西,344
耒阳西,韶关,248
株洲西,长沙南,52
衡阳东,株洲西,125
广州北,郴州西,330
广州南,广州北,47
衡阳东,韶关,303
衡山西,株洲西,84
郴州西,衡山西,194
清远,郴州西,294
广州南,清远,83
沧州西,北京南,210
德州东,沧州西,104
曲阜东,济南西,129
枣庄,曲阜东,92
宿州东,枣庄,133
南京南,宿州东,263
苏州北,镇江南,149
耒阳西,衡阳东,55
无锡东,上海虹桥,108
常州北,无锡东,57
南京南,常州北,130
滁州,南京南,59
蚌埠南,滁州,62
宿州东,蚌埠南,142
徐州东,宿州东,68
济南西,徐州东,286
廊坊,济南西,346
北京南,廊坊,60
郴州西,英德西,237
汨罗东,长沙南,147
泰安,济南西,59
枣庄,泰安,162
徐州东,枣庄,65
滁州,徐州东,272
耒阳西,郴州西,98
衡山西,耒阳西,96
赤壁北,咸宁北,43
岳阳东,赤壁北,92
咸宁北,汨罗东,130
镇江南,无锡东,122
蚌埠南,南京南,121
徐州东,蚌埠南,210
沧州西,济南西,196
天津南,北京南,122
德州东,天津南,192
滕州东,济南西,185
徐州东,滕州东,101
丹阳北,苏州北,117
南京南,丹阳北,97
德州东,北京南,314
枣庄,济南西,221
南京南,徐州东,331
镇江南,常州北,65
定远,南京南,121
徐州东,定远,210
天津南,济南西,284
苏州北,昆山南,31
汨罗东,岳阳东,70
长沙南,武汉,362
定远,枣庄,275
无锡东,丹阳北,90
武汉,麻城北,107
衡阳东,衡山西,41
廊坊,天津南,62
乐昌东,韶关,44
乐昌东,衡山西,300
广州北,韶关,144
汨罗东,武汉,285
金寨,武汉,216
广州北,乐昌东,224
沧州西,廊坊,150
苏州北,南京南,214
无锡东,昆山南,58
泰安,徐州东,227
汨罗东,赤壁北,157
宿州东,济南西,354
上海虹桥,镇江南,230
耒阳西,株洲西,180
黄冈东,汉口,106
滁州,枣庄,337
常州北,昆山南,115
济南西,滁州,558
南京南,上海,311
天津西,济南西,301
唐山,滨海西,76
唐山,北戴河,126
天津西,沧州西,105
绥中北,秦皇岛,79
台安,辽中,31
天津西,唐山,301
徐州东,曲阜东,157
沈阳北,山海关,388
昌图西,沈阳北,134
天津西,滨海北,145
德州东,天津西,129
保定东,霸州西,77
邢台东,石家庄,122
鹤壁东,邢台东,159
郑州东,鹤壁东,132
许昌东,郑州东,90
武汉,孝感北,126
新乡东,郑州东,67
鹤壁东,新乡东,64
安阳东,鹤壁东,86
石家庄,安阳东,195
白洋淀,保定东,35
泰安,曲阜东,70
泰安,滕州东,126
宿州东,滁州,204
南京南,枣庄,396
军粮城北,滨海北,945
天津西,军粮城北,105
霸州西,胜芳,37
公主岭南,长春西,63
铁岭西,公主岭南,181
肇东,哈尔滨西,69
葫芦岛北,辽中,198
天津南,天津西,17
沧州西,天津南,88
蚌埠南,滕州东,257
营口东,大连北,206
邯郸东,鹤壁东,106
高邑西,邯郸东,124
石家庄,高邑西,51
定州东,正定机场,43
白沟,保定东,54
大庆西,哈尔滨,170
邯郸东,邢台东,53
新乡东,邯郸东,170
秦皇岛,滨海西,223
铁岭西,开原西,245
上海虹桥,常州北,165
信阳东,武汉,199
明港东,信阳东,50
驻马店西,明港东,108
郑州东,漯河西,115
开封北,郑州东,52
商丘,开封北,138
砀山南,商丘,62
徐州东,砀山南,108
永城北,徐州东,81
砀山南,永城北,27
石家庄,邯郸东,175
天津西,白沟,96
曲阜东,宿州东,225
安阳东,邢台东,113
新乡东,安阳东,110
华山北,洛阳龙门,259
郑州西,洛阳龙门,101
郑州东,郑州西,42
白洋淀,定州东,97
天津西,白洋淀,115
安阳东,邯郸东,60
安阳东,郑州东,177
鹤壁东,石家庄,281
上海,昆山南,57
驻马店西,孝感北,151
唐山,军粮城北,94
保定东,天津西,150
三门峡南,渭南北,202
大连北,盖州西,178
葫芦岛北,沈阳,266
沈阳,山海关,388
金华,义乌,16
衢州,金华,78
上饶,衢州,102
南昌西,鹰潭北,140
高安,南昌西,47
宜春,高安,129
萍乡北,宜春,61
长沙南,萍乡北,191
新余北,萍乡北,110
南昌西,新余北,127
抚州东,南昌西,137
鹰潭北,抚州东,43
义乌,上饶,245
宜春,南昌西,176
醴陵东,萍乡北,29
长沙南,醴陵东,162
宜春,长沙南,105
衢州,南昌西,348
枣庄,滕州东,36
利川,长寿北,210
清远,韶关,149
株洲西,郴州西,278
龙游,金华,49
衢州,龙游,29
江山,衢州,30
上饶,江山,72
凯里南,贵阳北,127
新晃西,凯里南,199
芷江,新晃西,14
怀化南,芷江,34
邵阳北,怀化南,155
韶山南,邵阳北,111
湘潭北,韶山南,40
长沙南,湘潭北,26
桐乡,余杭,32
铜仁南,凯里南,140
芷江,铜仁南,19
娄底南,邵阳北,146
湘潭北,娄底南,99
金华,诸暨,95
宜春,新余北,49
娄底南,长沙南,39
新化南,娄底南,134
怀化南,新化南,73
铜仁南,怀化南,107
贵阳北,铜仁南,267
蚌埠南,济南西,442
玉山南,金华,146
鹰潭北,玉山南,135
怀化南,娄底南,207
贵阳北,怀化南,374
南昌西,萍乡北,237
进贤南,南昌西,18
上饶,进贤南,223
新晃西,怀化南,48
贵阳东,凯里南,117
三穗,凯里南,92
铜仁南,三穗,48
邵阳北,长沙南,91
凯里南,怀化南,247
溆浦南,怀化南,61
韶山南,溆浦南,205
高安,新余北,80
金华,江山,108
诸暨,衢州,146
鹰潭北,进贤南,82
衢州,鹰潭北,203
义乌,衢州,130
余杭,松江南,60
金华,南昌西,421
鹰潭北,义乌,301
德州东,廊坊,254
宜春,醴陵东,90
弋阳,进贤南,123
上饶,弋阳,60
松江南,杭州东,128
龙游,上饶,131
鹰潭北,杭州东,442
弋阳,抚州东,44
玉山南,上饶,34
衢州,玉山南,68
南昌西,弋阳,181
新化南,邵阳北,82
溆浦南,新化南,12
平坝南,贵阳北,55
安顺西,平坝南,46
盘州,安顺西,150
富源北,盘州,32
曲靖北,富源北,52
嵩明,曲靖北,76
昆明南,嵩明,52
曲靖北,昆明南,128
盘州,曲靖北,84
普安县,盘州,31
安顺西,普安县,119
贵阳北,安顺西,101
贵定北,贵阳北,60
凯里南,贵定北,67
芷江,凯里南,213
韶山南,娄底南,59
金华,鹰潭北,281
三穗,怀化南,155
贵定北,三穗,159
曲靖北,安顺西,234
新晃西,三穗,67
娄底南,溆浦南,146
龙游,义乌,101
昆明南,安顺西,362
邵阳北,溆浦南,94
上饶,抚州东,144
江山,玉山南,38
三穗,芷江,121
贵阳北,盘州,251
三穗,贵阳北,219
龙游,江山,59
萍乡北,高安,190
铜仁南,贵定北,207
抚州东,南昌,97
弋阳,鹰潭北,41
定远,蚌埠南,54
滁州,定远,62
进贤南,南昌,58
昆明南,盘州,212
安顺西,富源北,182
长沙南,韶山南,66
黄山北,德兴,107
曲阜东,滁州,429
进贤南,抚州东,39
耒阳西,广州南,475
南京南,昆山南,245
铜仁南,新晃西,19
关岭,安顺西,45
盘州,关岭,105
弋阳,衢州,162
景德镇北,湖口,121
富阳,建德,77
金华南,金华,13
金华南,缙云西,64
上饶,南昌,260
长兴,南京南,165
新余北,长沙南,215
全州南,永州,50
永州,祁东,62
建瓯西,延平西,70
婺源,武夷山北,166
杭州东,千岛湖,159
怀化南,湘潭北,306
贵阳北,曲靖北,335
长沙南,怀化南,332
湘潭北,邵阳北,151
民权北,开封北,88
商丘,民权北,50
永城北,商丘,89
兰考南,民权北,35
开封北,兰考南,53
信阳东,漯河西,182
曲靖北,普安县,115
武汉,六安,268
泰安,滁州,499
红安西,武汉,68
合肥南,武汉,436
北京西,定州东,201
高邑西,安阳东,184
涿州东,高碑店东,21
滕州东,曲阜东,56
萧县北,徐州东,41
永城北,萧县北,40
丹阳北,昆山南,148
枣庄,蚌埠南,221
弋阳,南昌,188
上海虹桥,海宁西,133
泾县,南陵,21
武夷山北,上饶,80
建瓯西,武夷山北,86
黄山北,上饶,162
延平西,上饶,335
三明北,龙岩,191
武夷山东,三明北,207
光明城,深圳北,16
庆盛,光明城,55
淮南东,蚌埠南,43
水家湖,淮南东,20
合肥南,水家湖,89
旌德,黄山北,69
武夷山东,五府山,76
黄山北,泾县,112
淮南东,合肥南,109
泾县,歙县北,115
无为,南陵,68
杭州东,长兴,91
五府山,建瓯西,136
上海虹桥,余杭,39
武夷山北,南平北,139
上饶,建瓯西,166
